complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3000133,2023-06-27,Student loan,Dealing with your lender or servicer,I would like to report the following issue. My student loan servicer will not respond to my repeated requests about my repayment plan. Please investigate this matter.,Vantage Capital Partners,IL,Fax,Closed with explanation,Yes,No
3000134,2025-06-03,Debt collection,Communication tactics,"I am receiving multiple collection calls per day, well beyond what is allowed under regulation. This has caused significant stress.",Harbor Trust Bank,IL,Postal mail,Closed with explanation,Yes,No
3000135,2023-12-27,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Cedarbrook Bank,FL,Phone,Closed without relief,Yes,No
3000136,2024-04-18,Checking or savings account,Managing an account,I am writing to file a complaint. I was denied the ability to open a basic checking account without a clear reason given.,Vantage Capital Partners,MO,Fax,Closed with explanation,Yes,No
3000137,2024-05-28,Checking or savings account,Opening an account,I was denied the ability to open a basic checking account without a clear reason given.,Summit Card Services,TX,Postal mail,Closed with explanation,Yes,No
3000138,2023-02-10,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Redwood Lending Group,MA,Postal mail,In progress,Yes,No
3000139,2025-03-04,Mortgage,Applying for a mortgage,This has been an ongoing problem. I requested a loan modification months ago and have not received any response from my servicer.,Harbor Trust Bank,WI,Web,Closed with monetary relief,Yes,No
3000140,2023-12-08,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. Please investigate this matter.,Northgate Bank,MD,Fax,Closed with non-monetary relief,Yes,No
3000141,2023-11-14,Credit card or prepaid card,Closing your account,"To whom it may concern, My account was closed without any prior notice and I still had a positive balance. I would appreciate a prompt resolution.",Cedarbrook Bank,WA,Fax,Closed with monetary relief,Yes,Yes
3000142,2023-01-19,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Harbor Trust Bank,MI,Referral,Closed with non-monetary relief,Yes,Yes
3000143,2023-10-30,Credit card or prepaid card,Getting a credit card,"To whom it may concern, My credit card application was denied for reasons that were never clearly explained to me. I would appreciate a prompt resolution.",Northgate Bank,IN,Email,In progress,Yes,No
3000144,2023-06-07,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Summit Card Services,PA,Fax,In progress,Yes,No
3000145,2024-11-23,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Redwood Lending Group,MA,Email,Closed with monetary relief,Yes,Yes
3000146,2025-05-05,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved.,Redwood Lending Group,VA,Fax,In progress,Yes,No
3000147,2023-06-15,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance.,Redwood Lending Group,WI,Referral,Closed with monetary relief,Yes,No
3000148,2024-12-29,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Cedarbrook Bank,NY,Phone,Closed with explanation,Yes,No
3000149,2023-08-16,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Union Point Financial,VA,Web,Closed without relief,Yes,Yes
3000150,2024-01-19,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized. I would appreciate a prompt resolution.,Redwood Lending Group,CA,Phone,Closed with explanation,Yes,No
3000151,2025-04-29,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Union Point Financial,IL,Fax,Closed without relief,Yes,No
3000152,2025-05-05,Checking or savings account,Opening an account,I would like to report the following issue. I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Summit Card Services,MO,Fax,In progress,Yes,No
3000153,2023-02-18,Mortgage,Struggling to pay mortgage,I would like to report the following issue. My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.,Redwood Lending Group,AZ,Fax,In progress,Yes,No
3000154,2025-01-05,Checking or savings account,Managing an account,I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Summit Card Services,MI,Postal mail,Closed with explanation,Yes,No
3000155,2024-06-20,Mortgage,Struggling to pay mortgage,"To whom it may concern, I requested a loan modification months ago and have not received any response from my servicer. I would appreciate a prompt resolution.",Harbor Trust Bank,FL,Email,In progress,Yes,Yes
3000156,2024-10-12,Mortgage,Applying for a mortgage,This has been an ongoing problem. My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,VA,Phone,Closed with explanation,Yes,No
3000157,2023-05-17,Credit card or prepaid card,Problem with a purchase shown on your statement,There is a charge on my card statement for a purchase I never made or authorized. This has caused significant stress.,Acme Financial Services,VA,Email,Closed with monetary relief,Yes,No
